ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,event,survival_12m,churn_risk_12m,CLV_12m_AMD,at_risk_12m,survival_m1,survival_m2,survival_m3,survival_m4,survival_m5,survival_m6,survival_m7,survival_m8,survival_m9,survival_m10,survival_m11,survival_m12
607,Zone 1,51,38,Unmarried,19,51,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,0,0.9493559576486498,0.05064404235135023,14607.616224487896,False,0.9997768016032016,0.9985993043231607,0.9963540708144246,0.9931769063035514,0.9892278096420108,0.9846495026083879,0.9795614453016563,0.974061831630041,0.9682310846625247,0.9621351900074571,0.9558284942816043,0.9493559576486498
608,Zone 1,35,34,Unmarried,7,78,College degree,No,Female,No,No,No,Basic service,No,0,0.8078268882393446,0.19217311176065544,13548.319858829156,False,0.9969493940251186,0.9867908131951149,0.9722210907581185,0.9552196738839093,0.9369398004996192,0.9180694008523289,0.8990310223995566,0.8800894094879664,0.8614118496464869,0.8431035656261363,0.8252292955430371,0.8078268882393446
609,Zone 1,3,31,Married,4,23,College degree,No,Male,Yes,No,Yes,Total service,Yes,1,0.9252334631666069,0.07476653683339307,14444.400580640448,False,0.9995394155233324,0.9973749362237191,0.9935361468791617,0.9883654228833648,0.9821728378103832,0.9752041293907489,0.9676493390173397,0.959655340337905,0.9513363180156653,0.9427817082383199,0.9340620763923144,0.9252334631666069
610,Zone 1,22,48,Unmarried,7,88,College degree,No,Male,No,Yes,No,Basic service,Yes,1,0.7340299036656748,0.2659700963343252,12911.90069993977,True,0.9937450121580843,0.9758736799636674,0.9525026122797515,0.9268673947712014,0.900553559271702,0.8743779893501249,0.8487719215477105,0.8239606182811985,0.8000543242612685,0.7770971653732797,0.755094684022111,0.7340299036656748
611,Zone 3,17,21,Married,0,25,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.8925392923588027,0.1074607076411973,14210.557929353676,False,0.9990725176936318,0.9952044866218693,0.9888353125136033,0.9806776199480922,0.9712710431301347,0.9610018252848839,0.9501468838220508,0.9389070907513315,0.9274299690379251,0.9158250247739924,0.9041742267799904,0.8925392923588027
612,Zone 2,68,39,Unmarried,20,73,High school degree,No,Female,No,No,No,E-service,No,0,0.9861353605383895,0.01386463946161054,14836.061768372307,False,0.9999768411794054,0.999808249574905,0.9994141213852392,0.9987727662193338,0.9978868686297074,0.9967691279968793,0.9954360829197861,0.993905295445374,0.9921940350199034,0.9903186756217703,0.9882944463139484,0.9861353605383895
613,Zone 2,27,41,Married,7,62,College degree,No,Female,No,No,No,Plus service,No,0,0.9783598408256649,0.02164015917433515,14790.467424414692,False,0.9999505694591789,0.9996256352865049,0.9989137100486124,0.997805765597442,0.9963261414010621,0.9945091504088883,0.9923905611593842,0.9900043831169062,0.9873817401002571,0.9845506108341227,0.9815359316519581,0.9783598408256649
614,Zone 3,68,52,Married,8,456,Some college,No,Female,No,No,Yes,Plus service,No,0,0.9908254778729418,0.00917452212705816,14862.523409503838,False,0.9999883607427068,0.9998957908594344,0.9996668342464138,0.999279479479134,0.998728441460104,0.9980165646786646,0.9971506461581728,0.9961393054738187,0.994991856884672,0.9937177002979192,0.9923259929414205,0.9908254778729418
615,Zone 3,56,42,Married,10,24,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9840454186176171,0.015954581382382926,14823.996839844704,False,0.9999706432253133,0.9997635336066196,0.9992889279711089,0.9985271600156436,0.9974858239654357,0.9961828863955943,0.9946397567299569,0.9928782765128129,0.9909193970975514,0.9887826322455067,0.9864858794986721,0.9840454186176171
616,Zone 3,11,32,Unmarried,8,23,High school degree,No,Female,No,Yes,No,Basic service,No,0,0.5844673036440403,0.4155326963559597,11454.185186331659,True,0.9814975942123382,0.9410236690109856,0.8957873584892558,0.85109448815942,0.8086686005171764,0.7690194115693413,0.7321962450679902,0.6980683966153337,0.6664398685388154,0.6370987427946116,0.609838594611396,0.5844673036440403
617,Zone 3,5,47,Unmarried,7,46,Did not complete high school,No,Female,No,No,Yes,Basic service,Yes,1,0.8907729996734334,0.10922700032656663,14197.551333092486,False,0.999042232924763,0.9950705470400821,0.9885536738652828,0.9802266718999578,0.970642051469918,0.9601934537507543,0.9491620884817045,0.9377513059416902,0.9261100165290016,0.9143484431154871,0.9025488530291494,0.8907729996734334
618,Zone 3,16,50,Unmarried,5,263,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9691978525323884,0.030802147467611563,14734.61507518,False,0.9999085405933047,0.9993573070859125,0.9982141641578078,0.9965009725147704,0.994277310605633,0.9916083088006351,0.9885550308094994,0.9851718541147242,0.9815062218772862,0.977599191557332,0.9734862032767342,0.9691978525323884
619,Zone 2,59,30,Unmarried,2,34,College degree,No,Female,Yes,No,No,E-service,No,0,0.8464391978584137,0.1535608021415863,13859.60709769651,False,0.9980960747285532,0.991138861392923,0.9805787883316884,0.9677771641068148,0.9536132553262302,0.938653292597637,0.9232696923504708,0.9077122634087048,0.8921509932939842,0.8767025158818735,0.8614469947454024,0.8464391978584137
620,Zone 1,60,64,Unmarried,14,33,High school degree,Yes,Male,Yes,No,Yes,Total service,No,0,0.9904225754493359,0.009577424550664126,14860.287830140292,False,0.9999875044048376,0.9998890105450109,0.9996467903280437,0.9992386109459633,0.9986596823326221,0.9979135678183558,0.9970078201655826,0.9959517789081505,0.9947554161638507,0.9934287209914238,0.9919813728771361,0.9904225754493359
621,Zone 3,55,47,Unmarried,11,37,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0.9761197712825578,0.02388022871744222,14777.004286725369,False,0.9999413901908332,0.9995651197257863,0.9987529880546667,0.9975020444368249,0.9958443976404355,0.9938214585134693,0.9914749862624369,0.9888439181391558,0.985963397768494,0.9828646775623744,0.9795753626440368,0.9761197712825578
622,Zone 1,18,56,Unmarried,22,296,High school degree,No,Male,No,No,No,Basic service,No,0,0.975258397706883,0.02474160229311695,14771.792475597213,False,0.9999376709964439,0.9995409544410179,0.9986893526606171,0.9973825165582219,0.9956556988597044,0.9935531230867916,0.9911188910262307,0.9883938474182181,0.9854146786734428,0.9822138840844484,0.9788200780653271,0.975258397706883
623,Zone 2,16,22,Unmarried,0,26,Some college,No,Female,No,No,No,E-service,Yes,1,0.8608201913154558,0.13917980868454416,13971.584256589174,False,0.998443670189321,0.9925355924242228,0.9833556377229562,0.972050059644229,0.9593922715126086,0.9458957373442153,0.931906971017952,0.9176640852749327,0.9033331063787455,0.88903096801707,0.8748404592067627,0.8608201913154558
624,Zone 1,35,57,Married,32,47,College degree,No,Male,No,Yes,No,E-service,No,0,0.9973767715679999,0.0026232284320001353,14897.491765913652,False,0.9999984484452275,0.9999827545512313,0.9999374907677392,0.9998523008457744,0.9997209127005969,0.9995397881937982,0.9993071956458459,0.9990226047217318,0.9986862888826621,0.9982990597495184,0.9978620865496036,0.9973767715679999
625,Zone 3,31,23,Married,1,31,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.6875927895651678,0.3124072104348322,12483.850135348068,True,0.9908973064776347,0.9670518318530887,0.9374372439070526,0.9060542383625863,0.8746609051793608,0.8440694272946494,0.8146524396765085,0.7865641572056152,0.7598458504675851,0.7344795007935283,0.7104163842309029,0.6875927895651678
626,Zone 2,20,49,Married,5,264,High school degree,No,Female,No,No,No,Basic service,No,0,0.9404634284086265,0.05953657159137349,14548.468773515006,False,0.9996993766313186,0.9981857047942043,0.9953827394764769,0.9914947205112524,0.9867342013559776,0.9812812951279193,0.9752818422398642,0.9688527293101777,0.962087699199807,0.9550622613934643,0.9478375705517437,0.9404634284086265
627,Zone 2,16,27,Unmarried,5,41,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.6524856928779104,0.34751430712208964,12145.84422349639,True,0.9882257195737122,0.9592571245820314,0.9245858637862715,0.8887379409413858,0.8535325897983134,0.819727221402951,0.7876151189053566,0.7572730994429446,0.728674251884447,0.70174267288543,0.6763811844405387,0.6524856928779104
628,Zone 2,69,48,Married,27,55,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9978857398173551,0.0021142601826449336,14900.053388063314,False,0.9999988936911085,0.9999872698837678,0.9999529190611735,0.9998871633437127,0.9997844349757745,0.9996413463457812,0.9994560027393429,0.9992275350526152,0.9989557832218081,0.9986410791483005,0.9982840956381857,0.9978857398173551
629,Zone 3,69,66,Married,31,49,High school degree,No,Male,No,No,No,Basic service,No,0,0.9979435220941353,0.0020564779058647176,14900.341958246003,False,0.9999989405561428,0.9999877553545726,0.9999545985061057,0.9998909916798517,0.9997914579729031,0.999652636862687,0.9994726235244715,0.9992505171561278,0.9989861137753638,0.9986796948804809,0.9983318799519508,0.9979435220941353
630,Zone 2,27,24,Married,3,26,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,0.7882669283728592,0.21173307162714083,13384.881353585866,False,0.9962389229225548,0.9842426303744416,0.9674808143246284,0.9482615145325044,0.9278669842935161,0.9070337999441311,0.8861983838318148,0.8656237645049721,0.8454686165684948,0.8258267893394058,0.8067509037585021,0.7882669283728592
631,Zone 3,48,39,Unmarried,20,110,College degree,No,Male,No,No,Yes,Plus service,No,0,0.9797157792666897,0.020284220733310265,14798.55053539834,False,0.9999557786636721,0.9996606022354798,0.9990075613134133,0.9979844485957962,0.9966112030936419,0.9949180064995172,0.9929370815602859,0.9906994840672736,0.9882339030500388,0.9855663159447813,0.9827200136138167,0.9797157792666897
632,Zone 1,18,52,Married,20,66,Did not complete high school,No,Female,No,Yes,Yes,Basic service,No,0,0.9322273809426406,0.06777261905735943,14492.605603701613,False,0.9996172303208982,0.997763180780681,0.9944121953156295,0.9898401328807862,0.9843112633554139,0.9780410375820386,0.9711994071187603,0.963919819013744,0.9563074506187942,0.9484457138432495,0.9404011958034056,0.9322273809426406
633,Zone 2,24,40,Married,4,39,Some college,No,Female,No,No,Yes,Plus service,No,0,0.9710492298980737,0.02895077010192626,14746.062762621816,False,0.9999179888650298,0.9994158989779685,0.9983643042250133,0.996777578795827,0.9947074835274897,0.992212571927344,0.9893486488639303,0.9861659446090821,0.9827086390139865,0.9790152172956343,0.9751190862997268,0.9710492298980737
634,Zone 2,17,42,Unmarried,6,31,High school degree,No,Male,Yes,No,No,Total service,Yes,1,0.929744353689223,0.07025564631077696,14475.570155659,False,0.9995904600793812,0.9976284278903117,0.9941065637968007,0.98932376484857,0.9835603811478216,0.9770425973244306,0.9699475435191524,0.9624135030984893,0.9545489258517019,0.9464394341999584,0.9381530932989138,0.929744353689223
635,Zone 2,9,24,Married,3,26,College degree,No,Female,No,No,Yes,Basic service,No,0,0.7882669283728592,0.21173307162714083,13384.881353585866,False,0.9962389229225548,0.9842426303744416,0.9674808143246284,0.9482615145325044,0.9278669842935161,0.9070337999441311,0.8861983838318148,0.8656237645049721,0.8454686165684948,0.8258267893394058,0.8067509037585021,0.7882669283728592
636,Zone 2,15,46,Unmarried,5,232,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.8210216781680211,0.17897832183197893,13656.40648732784,False,0.997377926889388,0.9883766355420883,0.9752255348224986,0.9596873426496374,0.942824033812942,0.9252855463363474,0.9074806040449297,0.8896715699650766,0.8720288127228828,0.854663142033146,0.8376458802201144,0.8210216781680211
637,Zone 1,62,37,Married,10,43,College degree,No,Female,No,No,No,E-service,No,0,0.9846130671354926,0.01538693286450743,14827.288784537288,False,0.9999723902633813,0.9997760091618176,0.9993236462784988,0.9985949790280143,0.9975961949593344,0.9963437848949012,0.9948578093749775,0.9931589343054364,0.9912671059269474,0.989200985435554,0.986977749198267,0.9846130671354926
638,Zone 1,9,41,Unmarried,12,39,College degree,No,Male,Yes,Yes,No,Basic service,Yes,1,0.5959540538092962,0.4040459461907038,11574.513622807988,True,0.9827962718854427,0.9444174358801913,0.9010330482901127,0.8578460347007333,0.8166185414861878,0.7779161244635915,0.7418378816361572,0.7082934398985945,0.6771186407975394,0.6481265812017628,0.6211305493262537,0.5959540538092962
639,Zone 2,71,41,Married,10,73,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9829039094374924,0.017096090562507604,14817.344597254714,False,0.9999669875219032,0.9997377166926005,0.9992175468083612,0.9983883639012043,0.9972607471626322,0.9958557252578827,0.9941974730345435,0.9923102221565385,0.9902169539173705,0.9879388942727726,0.9854953818560592,0.9829039094374924
640,Zone 2,62,59,Married,37,74,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9997571348534426,0.00024286514655735836,14909.042327965815,False,0.9999999585913105,0.9999993461968661,0.9999970934643183,0.9999920669852893,0.999983242813405,0.999969742125534,0.9999508272999185,0.9999258868535602,0.9998944183959029,0.9998560126229251,0.9998103392311372,0.9997571348534426
641,Zone 2,20,38,Unmarried,19,237,College degree,No,Male,No,Yes,Yes,Total service,No,0,0.9329699065819852,0.0670300934180148,14497.682784474726,False,0.9996250540378088,0.9978028162306283,0.9945024295698586,0.9899929903923841,0.9845340012465482,0.9783377087080921,0.971571908606597,0.9643685872453772,0.9568319275286207,0.9490446649222831,0.9410729303416071,0.9329699065819852
642,Zone 1,19,33,Married,11,22,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0.9730771647627865,0.026922835237213505,14758.51204739308,False,0.9999277836976772,0.9994775797319262,0.9985237856704399,0.9970732739505433,0.995169622975693,0.9928643671017551,0.9902076240478498,0.9872450916524375,0.9840173505828345,0.9805600251277607,0.9769042423816946,0.9730771647627865
643,Zone 2,49,61,Married,28,21,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9994302212516062,0.0005697787483938122,14907.548987138363,False,0.9999998519933895,0.9999979245675772,0.9999913890682167,0.9999776169813427,0.9999544702952411,0.9999202775338033,0.9998737573129627,0.9998139430822609,0.9997401198109267,0.999651773096578,0.99954854882319,0.9994302212516062
644,Zone 3,3,64,Unmarried,3,9,High school degree,Yes,Male,No,No,No,Basic service,Yes,1,0.9421760694408385,0.05782393055916146,14559.957210104294,False,0.9997151900151585,0.9982688215613587,0.9955760842855268,0.9918272932092635,0.9872245935175188,0.9819408218101543,0.9761167581489667,0.9698657508157666,0.9632790546579898,0.9564304251969697,0.9493797831722658,0.9421760694408385
645,Zone 1,33,36,Unmarried,2,41,Post-undergraduate degree,No,Male,Yes,Yes,No,Basic service,Yes,1,0.4135069440979632,0.5864930559020368,9470.27821353001,True,0.9509202575061844,0.8710895723279442,0.7956090121181685,0.7288274960307664,0.6704413526672595,0.6193419690117252,0.5744051132856856,0.5346581855961642,0.4992959918595327,0.46765983196727695,0.4392109936043288,0.4135069440979632
646,Zone 2,38,44,Unmarried,1,50,College degree,No,Female,No,Yes,No,E-service,Yes,1,0.8628909033656738,0.13710909663432624,13987.5254557214,False,0.9984903968141822,0.9927270074084051,0.9837404914413121,0.9726469854151955,0.9602045914832158,0.9469188919416044,0.933132367207792,0.9190811758314406,0.9049305479331902,0.8907972763192676,0.8767643796012861,0.8628909033656738
647,Zone 3,42,48,Married,14,27,Some college,No,Female,Yes,No,Yes,Total service,No,0,0.9873106333116012,0.012689366688398818,14842.777008339403,False,0.9999800419015743,0.9998318983489791,0.99948125979699,0.9989057850209595,0.9981057391378068,0.9970910739685117,0.995875714817386,0.9944748838979109,0.9929038080055308,0.9911770979308607,0.9893084681625122,0.9873106333116012
648,Zone 1,11,26,Unmarried,2,53,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,1,0.6054532848404404,0.39454671515955964,11672.918937456976,True,0.983817105924738,0.9471231780065775,0.9052500488924573,0.8633055695793237,0.8230764951931537,0.7851701163570739,0.7497240275343523,0.7166795945635652,0.6858980040763982,0.6572124382277054,0.630452124651783,0.6054532848404404
649,Zone 3,27,28,Married,0,58,Some college,No,Male,No,No,No,Plus service,No,0,0.9242690659845677,0.0757309340154323,14437.700310935697,False,0.9995280957408136,0.997319290525762,0.9934116754566202,0.9881571860415018,0.9818723304898426,0.9748070324318601,0.9671540700699635,0.9590621200345546,0.9506465577093143,0.9419976009948434,0.9331863192414259,0.9242690659845677
650,Zone 3,23,50,Unmarried,1,151,College degree,No,Female,No,No,No,Basic service,No,0,0.8687046782618133,0.1312953217381867,14032.033196112718,False,0.9986172324377967,0.9932514940568685,0.9848008304044568,0.9742980602927969,0.9624582646051622,0.9497645446340257,0.9365476600851053,0.9230379225039111,0.9093980210688086,0.8957441010598295,0.8821596205766766,0.8687046782618133
